TUCASEID,YEAR,CASEID,SERIAL,REGION,STATEFIP,FAMINCOME,HOUSETYPE,PERNUM,LINENO,WT06,AGE,SEX,RACE,MARST,CITIZEN,GENHEALTH,HEIGHT,WEIGHT,BMI,EDUC,EDUCYRS,EMPSTAT,MULTJOBS,DIFFEYE,DIFFHEAR,DIFFMOB,DIFFPHYS,DIFFREM,Caring,CaringNonHouseHold,ConsumerPuchases,EatingDrinking,Education,GovernmentServicesCivicDuties,HouseActivities,HouseholdServices,Personal_Care,ProfessionalPersonalCareServices,ReligionSpiritualActivities,SocializingAndLesiure,SportsExercisRecreation,Telephone,Traveling,Volunteering,Working
,2022,20220302220700,1635,South,North Carolina,"$150,000 and over","House, apartment, flat",1,1,9207716,42,Male,Black only,Never married,"Native, born in United States",Good,74,275,35.3,High school graduate - GED,Eleventh grade,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,240,0,0,0,0,0,0,540,0,0,615,0,0,45,0,0
,2022,20220302220701,1636,Midwest,Missouri,"$75,000 to $99,999","House, apartment, flat",1,1,17052072,32,Male,White only,Married - spouse present,"Native, born in United States",Very good,70,225,32.3,High school graduate - diploma,Twelfth grade,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,35,0,25,20,0,0,130,0,360,0,0,10,0,0,30,0,830
,2022,20220302220717,1637,Midwest,Minnesota,"$50,000 to $59,999","House, apartment, flat",1,1,6599753,80,Male,White only,Divorced,"Native, born in United States",Very good,68,160,24.3,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",Master's degree,Not in labor force,NIU (Not in universe),No vision difficulty,Has hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,72,10,60,0,0,0,0,543,0,60,160,0,0,430,0,0
,2022,20220302220720,1638,Midwest,Illinois,"$150,000 and over","House, apartment, flat",1,1,5449866,55,Female,Asian only,Married - spouse present,"Native, born in United States",Excellent,62,120,21.9,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",Master's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,125,0,0,60,0,0,345,0,600,0,0,90,90,0,10,0,120
,2022,20220302220727,1639,West,California,"$20,000 to $24,999","House, apartment, flat",1,1,8202453,26,Female,White only,Never married,"Native, born in United States",Good,64,9994,998,High school graduate - diploma,Twelfth grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,110,0,60,50,0,0,40,0,570,0,0,370,0,0,240,0,0
,2022,20220302220732,1640,South,Texas,"$20,000 to $24,999","House, apartment, flat",1,1,3104166,44,Female,White only,Separated,"Native, born in United States",Very good,61,195,36.8,High school graduate - GED,Ninth grade,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,0,0,0,0,0,920,0,0,0,0,0,10,0,510
,2022,20220302220733,1641,Midwest,Ohio,"$15,000 to $19,999","House, apartment, flat",1,1,4651760,80,Female,White only,Widowed,"Native, born in United States",Very good,64,9996,998,High school graduate - diploma,Twelfth grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,45,0,0,220,0,495,0,0,670,0,10,0,0,0
,2022,20220302220738,1642,West,New Mexico,"$150,000 and over","House, apartment, flat",1,1,11186416,15,Male,White only,Never married,"Native, born in United States",Excellent,69,130,19.2,10th grade,Tenth grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,10,15,0,0,0,0,555,0,0,580,240,0,40,0,0
,2022,20220302220745,1643,Midwest,Michigan,"$75,000 to $99,999","House, apartment, flat",1,1,12630620,34,Male,White only,Never married,"Native, born in United States",Very good,75,200,25,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,30,70,0,0,0,0,510,0,0,270,0,0,65,0,495
,2022,20220302220748,1644,West,Washington,"$25,000 to $29,999","House, apartment, flat",1,1,3949439,62,Female,White only,Divorced,"Foreign born, not a U.S. citizen",Good,63,180,31.9,High school graduate - diploma,Twelfth grade,Unemployed - looking,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,120,0,0,165,0,655,0,0,440,0,0,60,0,0
,2022,20220302220750,1645,Midwest,Ohio,"$100,000 to $149,999","House, apartment, flat",1,1,5489509,80,Female,White only,Married - spouse present,"Native, born in United States",Good,62,155,28.3,"Doctoral degree (PhD, EdD, etc.)",Doctoral degree,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,105,0,0,180,0,465,0,0,510,0,0,0,0,0
,2022,20220302220756,1646,South,Tennessee,"$35,000 to $39,999","House, apartment, flat",1,1,2747122,69,Female,Black-American Indian,Married - spouse present,"Native, born in United States",Good,65,9996,998,Associate degree - occupational vocational,College--two years,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,Has physical difficulty,No difficulty remembering,0,0,0,30,0,0,630,0,660,0,0,30,0,0,0,0,0
,2022,20220302220757,1647,Midwest,Michigan,"$100,000 to $149,999","House, apartment, flat",1,1,10716397,69,Male,White only,Married - spouse present,"Native, born in United States",Excellent,73,195,25.7,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,60,105,0,0,0,0,600,0,0,665,0,0,10,0,0
,2022,20220302220762,1648,Northeast,Massachusetts,"$30,000 to $34,999","House, apartment, flat",1,1,10533455,29,Male,White only,Married - spouse present,"Native, born in United States",Good,76,250,30.4,Some college but no degree,College--two years,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,85,20,15,125,0,0,20,0,510,0,0,130,0,0,60,0,475
,2022,20220302220763,1649,West,Oregon,"$150,000 and over","House, apartment, flat",1,1,8870470,29,Male,White only,Married - spouse present,"Native, born in United States",Excellent,Refused,9996,998,"Doctoral degree (PhD, EdD, etc.)",Doctoral degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,40,0,0,40,0,540,0,0,180,60,0,0,0,580
,2022,20220302220773,1650,West,California,"$30,000 to $34,999","House, apartment, flat",1,1,9103847,36,Female,White only,Married - spouse present,"Native, born in United States",Very good,64,160,27.5,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,45,0,0,0,0,570,0,0,128,0,0,307,0,390
,2022,20220302220775,1651,South,Florida,"$15,000 to $19,999","House, apartment, flat",1,1,38133979,40,Male,White only,Married - spouse present,"Foreign born, not a U.S. citizen",Excellent,65,210,34.9,High school graduate - diploma,Twelfth grade,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,100,0,0,70,0,560,0,0,60,90,0,25,0,535
,2022,20220302220782,1652,Midwest,Kansas,"$60,000 to $74,999","House, apartment, flat",1,1,13893839,32,Female,"American Indian, Alaskan Native",Married - spouse present,"Native, born in United States",Good,65,200,33.3,Associate degree - academic program,College--two years,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,207,0,0,45,0,0,100,0,525,0,0,77,0,0,31,0,455
,2022,20220302220786,1653,Midwest,North Dakota,"$50,000 to $59,999","House, apartment, flat",1,1,9816175,15,Female,"American Indian, Alaskan Native",Never married,"Native, born in United States",Very good,67,134,21,7th or 8th grade,Seventh through eighth grade,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,333,20,0,0,0,0,555,0,0,375,130,0,27,0,0
,2022,20220302220788,1654,West,California,"$75,000 to $99,999","House, apartment, flat",1,1,7846873,62,Male,Asian only,Married - spouse present,"Foreign born, not a U.S. citizen",Fair,65,175,29.1,Some college but no degree,College--one year,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,150,0,0,60,0,840,0,0,360,0,0,0,0,0
,2022,20220302220789,1655,Northeast,Pennsylvania,"$30,000 to $34,999","House, apartment, flat",1,1,4553634,76,Female,White only,Widowed,"Native, born in United States",Very good,62,172,31.5,Some college but no degree,Twelfth grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,30,0,10,40,0,0,337,0,495,0,0,458,0,0,70,0,0
,2022,20220302220802,1656,South,Tennessee,"$75,000 to $99,999","House, apartment, flat",1,1,3694870,61,Male,White only,Married - spouse present,"Native, born in United States",Very good,69,196,28.9,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",Master's degree,Employed - at work,Yes,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,180,0,35,60,0,0,180,0,525,0,0,245,75,0,140,0,0
,2022,20220302220803,1657,West,New Mexico,"$12,500 to $14,999","House, apartment, flat",1,1,74671330,25,Female,Hawaiian Pacific Islander only,Never married,"Foreign born, not a U.S. citizen",NIU (Not in universe),NIU (Not in universe),9999,999,9th grade,Ninth grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,30,0,0,60,0,0,330,0,660,0,0,180,0,0,6,0,0
,2022,20220302220804,1658,West,California,"$40,000 to $49,999","House, apartment, flat",1,1,22676601,23,Female,White only,Never married,"Native, born in United States",Good,68,135,20.5,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Unemployed - looking,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,30,0,0,270,0,1020,0,0,60,0,0,0,0,0
,2022,20220302220809,1659,Northeast,Pennsylvania,"Less than $5,000","House, apartment, flat",1,1,11501094,69,Female,White only,Divorced,"Native, born in United States",Fair,66,290,46.8,High school graduate - diploma,Twelfth grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,60,0,0,30,0,735,0,0,615,0,0,0,0,0
,2022,20220302220810,1660,Midwest,Ohio,"$75,000 to $99,999","House, apartment, flat",1,1,27265785,61,Male,White only,Married - spouse present,"Native, born in United States",Very good,70,185,26.5,High school graduate - diploma,Twelfth grade,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,30,0,0,0,0,480,0,0,330,0,0,60,0,540
,2022,20220302220811,1661,South,Georgia,"$20,000 to $24,999","House, apartment, flat",1,1,7219754,62,Male,White only,Married - spouse present,"Native, born in United States",Good,68,205,31.2,High school graduate - diploma,Twelfth grade,Not in labor force,NIU (Not in universe),Has vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,90,0,0,0,0,600,0,0,710,0,0,40,0,0
,2022,20220302220813,1662,Midwest,Ohio,"$75,000 to $99,999","House, apartment, flat",1,1,4348113,74,Male,White only,Married - spouse present,"Native, born in United States",Excellent,70,168,24.1,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",Master's degree,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,240,0,0,0,0,600,0,0,420,0,0,0,0,0
,2022,20220302220814,1663,West,Oregon,"$50,000 to $59,999","House, apartment, flat",1,1,9642521,30,Male,White only,Never married,"Native, born in United States",Good,71,165,23,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - absent,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,60,0,0,60,0,720,0,0,600,0,0,0,0,0
,2022,20220302220817,1664,West,California,"$25,000 to $29,999","House, apartment, flat",1,1,4771766,80,Female,White only,Divorced,"Native, born in United States",Good,67,130,20.4,Some college but no degree,College--two years,Not in labor force,NIU (Not in universe),Has vision difficulty,No hearing difficulty,Has mobility limitation,No physical difficulty,No difficulty remembering,0,45,60,100,0,0,120,0,560,30,0,330,0,0,195,0,0
,2022,20220302220828,1665,South,Florida,"$25,000 to $29,999",Mobile home or trailer with 1 or more rooms added,1,1,4218370,80,Female,White only,Widowed,"Foreign born, U.S. citizen by naturalization",Very good,63,123,21.8,11th grade,Eleventh grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,30,0,0,144,0,695,0,0,296,0,5,40,230,0
,2022,20220302220829,1666,South,Louisiana,"$60,000 to $74,999","House, apartment, flat",1,1,2235828,62,Male,White only,Divorced,"Native, born in United States",Very good,67,190,29.8,Some college but no degree,College--two years,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,10,150,0,0,20,0,600,0,0,615,0,0,45,0,0
,2022,20220302220830,1667,Northeast,Connecticut,"$150,000 and over","House, apartment, flat",1,1,4535747,47,Female,Asian only,Married - spouse present,"Native, born in United States",Very good,60,109,21.3,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,60,41,0,150,102,0,715,0,0,280,60,0,32,0,0
,2022,20220302220832,1668,South,Maryland,"$150,000 and over","House, apartment, flat",1,1,7607827,60,Female,White only,Widowed,"Native, born in United States",Very good,66,156,25.2,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",Master's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,90,0,0,60,0,555,0,0,125,0,0,65,0,545
,2022,20220302220839,1669,Northeast,Pennsylvania,"$25,000 to $29,999","House, apartment, flat",1,1,3560417,67,Female,White only,Widowed,"Native, born in United States",Very good,67,200,31.3,High school graduate - diploma,Twelfth grade,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,120,0,0,230,0,470,0,0,255,15,0,15,0,335
,2022,20220302220842,1670,South,Florida,"$100,000 to $149,999","House, apartment, flat",1,1,8404302,63,Male,White only,Married - spouse absent,"Native, born in United States",Good,68,170,25.8,High school graduate - diploma,Twelfth grade,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,180,0,0,480,0,510,0,0,120,0,0,0,0,150
