country,year,region,startdate,startfrac,enddate,endfrac,protesterviolence,location,participants,participantsizeindicator,protesteridentity,protesterdemand1,protesterdemand2,protesterdemand3,protesterdemand4,stateresponse1,stateresponse2,stateresponse3,stateresponse4,stateresponse5,stateresponse6,stateresponse7
United Kingdom,2016,Europe,1/30/2016,2016.08,1/30/2016,2016.08,1,Dover,50+,0,far right protesters from national front and south east alliance,"political behavior, process",social restrictions,,,arrests,,,,,,
United Kingdom,2016,Europe,2/24/2016,2016.15,2/24/2016,2016.15,0,Holyrood London,50+,0,union members,"price increases, tax policy",,,,ignore,,,,,,
United Kingdom,2016,Europe,3/10/2016,2016.19,3/10/2016,2016.19,0,Holyrood Parliament,50+,0,farmers,labor wage dispute,,,,ignore,,,,,,
United Kingdom,2016,Europe,4/7/2016,2016.27,4/7/2016,2016.27,0,South London Carnegie Library,50+,0,locals,"political behavior, process",,,,ignore,,,,,,
United Kingdom,2016,Europe,4/16/2016,2016.29,4/16/2016,2016.29,0,Trafalgar Square,50+,0,protesters,"political behavior, process",,,,ignore,,,,,,
United Kingdom,2016,Europe,4/27/2016,2016.32,4/27/2016,2016.32,0,Lancashire,50+,0,greenpeace and emma and sophie thompson,"political behavior, process",,,,ignore,,,,,,
United Kingdom,2016,Europe,4/27/2016,2016.32,4/27/2016,2016.32,0,National,1000s,3,junior doctors,labor wage dispute,,,,accomodation,,,,,,
United Kingdom,2016,Europe,4/30/2016,2016.33,4/30/2016,2016.33,0,London,50+,0,anti trident protesters and nicola sturgeon,"political behavior, process",,,,ignore,,,,,,
United Kingdom,2016,Europe,6/15/2016,2016.45,6/15/2016,2016.45,0,Thames river London,200,1,farmers and ukip leader nigel farage,"political behavior, process",,,,ignore,,,,,,
United Kingdom,2016,Europe,6/15/2016,2016.45,6/15/2016,2016.45,0,Thames river London,50+,0,anti brexit activists,"political behavior, process",,,,ignore,,,,,,
United Kingdom,2016,Europe,6/15/2016,2016.45,6/15/2016,2016.45,0,Thames river london,200,1,200,"political behavior, process",,,,ignore,,,,,,
United Kingdom,2016,Europe,6/26/2016,2016.48,6/26/2016,2016.48,0,Birmingham,50+,0,far right demonstrators,"political behavior, process",,,,arrests,,,,,,
United Kingdom,2016,Europe,6/28/2016,2016.49,6/28/2016,2016.49,0,"Cardiff, London, Bristol, Brighton, Oxford, Cambridge, Exeter, and Leicester",1000s,3,protesters,"political behavior, process",,,,ignore,,,,,,
United Kingdom,2016,Europe,7/2/2016,2016.5,7/2/2016,2016.5,0,London,1000s,3,demonstrators,"political behavior, process",,,,ignore,,,,,,
United Kingdom,2016,Europe,7/5/2016,2016.51,7/5/2016,2016.51,0,"National, London",50+,1,teachers,labor wage dispute,,,,ignore,,,,,,
United Kingdom,2016,Europe,7/11/2016,2016.52,7/11/2016,2016.52,0,London,3000,3,uk black lives matter,"political behavior, process",social restrictions,,,ignore,,,,,,
United Kingdom,2016,Europe,7/11/2016,2016.52,7/11/2016,2016.52,0,Victoria station in London,100s,1,commuters,"political behavior, process",,,,ignore,,,,,,
United Kingdom,2016,Europe,7/18/2016,2016.54,7/18/2016,2016.54,0,Parliament in London,50+,0,campaign for nuclear disarmament,"political behavior, process",,,,ignore,,,,,,
United Kingdom,2016,Europe,8/5/2016,2016.59,8/5/2016,2016.59,0,"London, Nottingham, Leeds, Bristol, Cardiff, Huddersfield and Belfast, Manchester, national",3000+,3,uk black lives matter,"political behavior, process",social restrictions,police brutality,,arrests,crowd dispersal,,,,,
United Kingdom,2016,Europe,10/15/2016,2016.79,10/15/2016,2016.79,0,London,50+,0,citizens uk,"political behavior, process",,,,ignore,,,,,,
United Kingdom,2016,Europe,11/5/2016,2016.84,11/5/2016,2016.84,1,Trafalgar square London,1000s,3,million mask march,"political behavior, process",,,,arrests,crowd dispersal,,,,,
United Kingdom,2016,Europe,11/8/2016,2016.85,11/8/2016,2016.85,0,Royal Botanic Garden Edinburgh,700,1,art lovers,"political behavior, process",,,,ignore,,,,,,
United Kingdom,2016,Europe,11/9/2016,2016.86,11/9/2016,2016.86,0,"Dundee, Dunfermline, Glasgow, Edinburgh, Inverkeithing, Kirkcaldy, Motherwell, Stirling and Tweedbank",100s,1,rmt union,"political behavior, process",,,,ignore,,,,,,
United Kingdom,2016,Europe,11/15/2016,2016.87,11/15/2016,2016.87,0,Devon,4000,3,protesters,"political behavior, process",,,,ignore,,,,,,
United Kingdom,2016,Europe,11/15/2016,2016.87,11/15/2016,2016.87,0,London,50+,0,pro brexit demonstrators,"political behavior, process",,,,ignore,,,,,,
United Kingdom,2016,Europe,11/15/2016,2016.87,11/15/2016,2016.87,0,National,10000,4,prison officers,"political behavior, process",,,,ignore,,,,,,
United Kingdom,2016,Europe,12/7/2016,2016.93,12/7/2016,2016.93,0,London Parliament,50+,0,remain protesters,"political behavior, process",,,,ignore,,,,,,
United Kingdom,2016,Europe,12/16/2016,2016.96,12/16/2016,2016.96,0,Queen Mary University of London,50+,0,students,"political behavior, process",,,,accomodation,,,,,,
United Kingdom,2016,Europe,12/20/2016,2017,1/2/2017,2017,0,Kirby Misperton,100s,1,anti fracking protesters,"political behavior, process",,,,ignore,,,,,,
United Kingdom,2017,Europe,1/1/2017,2017,1/1/2017,2017,0,Duddon estuary Askamin Furness beach and Broughton in Furness square to Kirkby in Furness railway station,500,1,protesters,"political behavior, process",,,,ignore,,,,,,
United Kingdom,2017,Europe,1/3/2017,2017.01,1/3/2017,2017.01,0,South London,1500,2,servicement,"political behavior, process",,,,ignore,,,,,,
United Kingdom,2017,Europe,1/21/2017,2017.05,1/21/2017,2017.05,0,"London, Manchester",100000+,5,feminist groups,social restrictions,,,,ignore,,,,,,
United Kingdom,2017,Europe,1/30/2017,2017.08,1/30/2017,2017.08,0,"Downing Street London, Edinburgh, Cardiff, Manchester, Glasgow, Dundee, Aberdeen, St.Andrwes Birmingham, National",10000s,5,protesters,"political behavior, process",,,,ignore,,,,,,
United Kingdom,2017,Europe,2/3/2017,2017.09,2/3/2017,2017.09,0,Bradford,100,1,demonstrators in masks,"political behavior, process",,,,ignore,,,,,,
United Kingdom,2017,Europe,2/4/2017,2017.09,2/4/2017,2017.09,0,London,1000s,3,demonstrators,"political behavior, process",,,,ignore,,,,,,
United Kingdom,2017,Europe,2/6/2017,2017.1,2/6/2017,2017.1,0,Downing Street London,150,1,pro israel demonstrators,"political behavior, process",,,,crowd dispersal,,,,,,
United Kingdom,2017,Europe,2/6/2017,2017.1,2/6/2017,2017.1,0,Downing street london,100s,1,anti israel activists,"political behavior, process",,,,crowd dispersal,,,,,,
United Kingdom,2017,Europe,2/20/2017,2017.14,2/20/2017,2017.14,0,Parliament London,1000s,3,eu migrants,"political behavior, process",,,,ignore,,,,,,
United Kingdom,2017,Europe,2/20/2017,2017.14,2/20/2017,2017.14,0,"Parliament Square London, Manchester, Liverpool, Cardiff, Newcastle, Edinburgh",1000s,3,protesters,"political behavior, process",,,,accomodation,,,,,,
United Kingdom,2017,Europe,3/4/2017,2017.17,3/4/2017,2017.17,0,London,1000s,3,nurses,"political behavior, process",,,,ignore,,,,,,
United Kingdom,2017,Europe,3/25/2017,2017.23,3/25/2017,2017.23,0,National,50+,0,retainers,"political behavior, process",,,,ignore,,,,,,
United Kingdom,2017,Europe,5/7/2017,2017.35,5/7/2017,2017.35,0,East London,500 people,1,protesters calling for more action against knife crime,"political behavior, process",,,,ignore,,,,,,
United Kingdom,2017,Europe,6/16/2017,2017.45,6/16/2017,2017.45,1,London,50+,0,people demanding the government rehouse all grenfell fire victims,"political behavior, process",,,,crowd dispersal,ignore,,,,,
United Kingdom,2017,Europe,6/21/2017,2017.47,6/21/2017,2017.47,0,"Shepherds Bush, west London",About 500 people,1,protesters calling for the prime minister to resign,removal of politician,,,,crowd dispersal,,,,,,
United Kingdom,2017,Europe,6/25/2017,2017.48,6/25/2017,2017.48,1,East London,50+,0,protesters opposed to man s death following contact with police,police brutality,,,,crowd dispersal,,,,,,
United Kingdom,2017,Europe,7/28/2017,2017.57,7/28/2017,2017.57,1,Northeast London,50+,0,protesters opposed to the death of a black man after he was restrained by police,police brutality,,,,crowd dispersal,,,,,,
United Kingdom,2017,Europe,10/1/2017,2017.75,10/1/2017,2017.75,0,Manchester,"About 30,000",5,protesters against brexit,"political behavior, process",,,,ignore,,,,,,
United Kingdom,2017,Europe,10/28/2017,2017.82,10/28/2017,2017.82,0,Wick; Thurso; Portree; Caithness,Thousands,3,protesters highlighting concerns about hospital provision,social restrictions,,,,ignore,,,,,,
United Kingdom,2017,Europe,11/21/2017,2017.89,11/21/2017,2017.89,0,Glasgow,>100,1,jordanhill community council,land farm issue,,,,ignore,,,,,,
United Kingdom,2017,Europe,11/23/2017,2017.89,11/23/2017,2017.89,0,Holyrood,50+,0,fire brigades union scotland,labor wage dispute,,,,ignore,,,,,,
United Kingdom,2018,Europe,1/2/2018,2018,1/2/2018,2018,0,40 rail stations across the country,100+,1,"unions, protesters against the biggest rail fare rise in five years","price increases, tax policy",,,,ignore,,,,,,
United Kingdom,2018,Europe,2/5/2018,2018.1,2/5/2018,2018.1,0,London,Thousands,3,people s assembly against austerity and health campaigns together,"political behavior, process",,,,ignore,,,,,,
United Kingdom,2018,Europe,2/8/2018,2018.1,2/8/2018,2018.1,0,"Camborne police station, Cornwall",>100,1,migrant flower pickers,police brutality,,,,ignore,,,,,,
United Kingdom,2018,Europe,2/22/2018,2018.18,3/6/2018,2018.18,1,The Jubilee building in Brighton; the Universities UK building in Tavistock Square in central London; Manchester University; Cambridge University; Oxford University,>250-300,1,students supporting their lecturers strike; members of the university and college union ucu,labor wage dispute,,,,ignore,,,,,,
United Kingdom,2018,Europe,2/26/2018,2018.15,2/26/2018,2018.15,0,"Office of Ross Thomson, the Aberdeen South Conservative MP, and Oil & Gas UK office, Aberdeen South",50+,0,officials and members of the rmt union,labor wage dispute,,,,ignore,,,,,,
United Kingdom,2018,Europe,3/7/2018,2018.18,3/7/2018,2018.18,0,"Downing Street, London",50+,0,campaign against the arms trade,"political behavior, process",,,,ignore,,,,,,
United Kingdom,2018,Europe,3/13/2018,2018.19,3/13/2018,2018.19,0,"National, including University of Edinburgh; University of Dundee",100+,1,academics and the university and college union ucu,labor wage dispute,,,,ignore,,,,,,
United Kingdom,2018,Europe,3/13/2018,2018.22,3/22/2018,2018.22,0,University of Aberdeen,50+,0,students,labor wage dispute,,,,ignore,,,,,,
United Kingdom,2018,Europe,3/20/2018,2018.21,3/20/2018,2018.21,0,University of London,50+,0,students,labor wage dispute,,,,crowd dispersal,,,,,,
United Kingdom,2018,Europe,3/29/2018,2018.24,3/29/2018,2018.24,0,Belfast; Derry,">1,000",2,"protesters responding to the controversy generated by the belfast rape trial, including the group reclaim the night in belfast","political behavior, process",,,,ignore,,,,,,
United Kingdom,2018,Europe,5/26/2018,2018.4,5/26/2018,2018.4,0,"Outside parliament and Downing Street, London",100s,1,"demonstrators demanding the release of tommy robinson, who was involved with pegida uk, a british offshoot of the german anti islam group","political behavior, process",,,,ignore,,,,,,
United Kingdom,2018,Europe,6/9/2018,2018.44,6/9/2018,2018.44,1,London,1000s,3,free tommy robinson group,"political behavior, process",,,,arrests,crowd dispersal,,,,,
United Kingdom,2018,Europe,6/23/2018,2018.47,6/23/2018,2018.47,0,London,100000+,5,protesters against britain s exit from the european union,"political behavior, process",,,,ignore,,,,,,
United Kingdom,2018,Europe,6/23/2018,2018.47,6/23/2018,2018.47,0,London,50+,0,protesters supporting britain s exit from the european union,"political behavior, process",,,,ignore,,,,,,
United Kingdom,2018,Europe,8/18/2018,2018.63,8/18/2018,2018.63,0,Dundee,1000s,3,"pro independence demonstrators, organised by the all under one banner group of nationalist agitators","political behavior, process",,,,ignore,,,,,,
United Kingdom,2018,Europe,8/18/2018,2018.63,8/18/2018,2018.63,0,Edinburgh,100s,1,campaigners for a people s vote a second brexit referendum,"political behavior, process",,,,ignore,,,,,,
United Kingdom,2018,Europe,8/29/2018,2018.66,8/29/2018,2018.66,0,Home Office depot in Glasgow,50+,0,schoolfriends of two teenage brothers being deported to pakistan,"political behavior, process",,,,accomodation,,,,,,
United Kingdom,2018,Europe,9/10/2018,2018.69,9/10/2018,2018.69,0,Belfast High Court,50+,0,campaigners saying that the british government should release more funding for judges to allow more troubles killings to be investigated,"political behavior, process",,,,accomodation,,,,,,
United Kingdom,2018,Europe,9/16/2018,2018.71,9/16/2018,2018.71,0,Manchester,>2500,3,"jews against the rising tide of antisemitism in the uk, and in particular against labour party leader jeremy corbyn","political behavior, process",removal of politician,,,ignore,,,,,,
United Kingdom,2018,Europe,10/20/2018,2018.8,10/20/2018,2018.8,0,Central London,"Nearly 700,000",5,britons demanding that the government call a new referendum on britain s exit from the european union,"political behavior, process",,,,ignore,,,,,,
United Kingdom,2018,Europe,10/22/2018,2018.81,10/22/2018,2018.81,0,Glasgow city centre,8000,4,campaigners for equal pay for female staff within glasgow city council,labor wage dispute,,,,accomodation,,,,,,
United Kingdom,2018,Europe,10/27/2018,2018.82,10/27/2018,2018.82,0,Glasgow,30000,5,"protesters organised by scotland s biggest teaching union, the educational institute of scotland eis , including teachers from all over the country",labor wage dispute,,,,ignore,,,,,,
United Kingdom,2018,Europe,11/15/2018,2018.87,11/15/2018,2018.87,0,"Downing Street, London",50+,0,"extinction rebellion er , experienced ecoactivists","political behavior, process",,,,arrests,,,,,,
United Kingdom,2018,Europe,12/9/2018,2018.94,12/9/2018,2018.94,0,London,<5000,3,"pro brexit protesters organized by ukip, a populist anti eu party","political behavior, process",,,,ignore,,,,,,
United Kingdom,2019,Europe,1/7/2019,2019.02,1/7/2019,2019.02,0,Glasgow Central station,50+,0,"protesters calling for the national rail system, scotrail, to be returned to public ownership","political behavior, process",,,,ignore,,,,,,
United Kingdom,2019,Europe,1/17/2019,2019.04,1/17/2019,2019.04,0,Edinburgh,About 100,1,activists gathered for a pro scottish independence protest,"political behavior, process",,,,ignore,,,,,,
United Kingdom,2019,Europe,2/15/2019,2019.12,2/15/2019,2019.12,0,"Nationwide, including London",">15,000",5,school pupils campaigning against government inaction on global warming,"political behavior, process",,,,arrests,crowd dispersal,ignore,,,,
United Kingdom,2019,Europe,3/15/2019,2019.2,3/15/2019,2019.2,0,"Nationwide, including London; Edinburgh; Canterbury; Oxford; Manchester; Cambridge",>10000,5,children protesting against climate change,"political behavior, process",,,,ignore,,,,,,
United Kingdom,2019,Europe,3/23/2019,2019.22,3/23/2019,2019.22,0,London,100000s,5,protesters in favor of a second brexit referendum,"political behavior, process",,,,ignore,,,,,,
United Kingdom,2019,Europe,4/12/2019,2019.28,4/12/2019,2019.28,0,London; Belfast,11000,5,bikers,"political behavior, process",,,,ignore,,,,,,
United Kingdom,2019,Europe,4/12/2019,2019.28,4/12/2019,2019.28,0,"National   cities and towns around Britain, including London; Glasgow",100s,1,"school pupils, the youth strike 4 climate movement","political behavior, process",,,,ignore,,,,,,
United Kingdom,2019,Europe,4/15/2019,2019.28,4/15/2019,2019.28,1,"National, including Glasgow; London",>1000,2,activists against climate change; protest group extinction rebellion,"political behavior, process",,,,crowd dispersal,ignore,arrests,,,,
United Kingdom,2019,Europe,4/16/2019,2019.29,4/16/2019,2019.29,0,London,100s,1,extinction rebellion,"political behavior, process",,,,arrests,,,,,,
United Kingdom,2019,Europe,4/17/2019,2019.29,4/17/2019,2019.29,0,London,100s,1,extinction rebellion,"political behavior, process",,,,arrests,crowd dispersal,,,,,
United Kingdom,2019,Europe,4/17/2019,2019.29,4/17/2019,2019.29,0,London,100s,1,extinction rebellion,"political behavior, process",,,,arrests,crowd dispersal,,,,,
United Kingdom,2019,Europe,4/18/2019,2019.29,4/18/2019,2019.29,0,London,100s,1,extinction rebellion,"political behavior, process",,,,arrests,,,,,,
United Kingdom,2019,Europe,4/19/2019,2019.3,4/19/2019,2019.3,0,London,100s,1,extinction rebellion,"political behavior, process",,,,arrests,,,,,,
United Kingdom,2019,Europe,4/20/2019,2019.3,4/20/2019,2019.3,0,London,100s,1,extinction rebellion,"political behavior, process",,,,arrests,,,,,,
United Kingdom,2019,Europe,4/21/2019,2019.3,4/21/2019,2019.3,0,London,100s,1,extinction rebellion,"political behavior, process",,,,arrests,,,,,,
United Kingdom,2019,Europe,4/22/2019,2019.3,4/22/2019,2019.3,0,London,100s,1,extinction rebellion,"political behavior, process",,,,arrests,,,,,,
United Kingdom,2019,Europe,4/23/2019,2019.31,4/23/2019,2019.31,0,London,100s,1,extinction rebellion,"political behavior, process",,,,arrests,,,,,,
United Kingdom,2019,Europe,4/24/2019,2019.31,4/24/2019,2019.31,0,London,100s,1,extinction rebellion,"political behavior, process",,,,arrests,,,,,,
United Kingdom,2019,Europe,7/1/2019,2019.5,7/1/2019,2019.5,0,Belfast,100s,1,protesters opposing belfast city council s total demolition of every aspect of protestant unionist and loyalist culture,social restrictions,,,,accomodation,,,,,,
United Kingdom,2019,Europe,7/15/2019,2019.53,7/15/2019,2019.53,0,Bristol,50+,0,extinction rebellion,"political behavior, process",,,,ignore,,,,,,
United Kingdom,2019,Europe,7/15/2019,2019.53,7/15/2019,2019.53,0,Leeds; Bristol; London; Cardiff; Glasgow,>1000,2,extinction rebellion,"political behavior, process",,,,ignore,,,,,,
United Kingdom,2019,Europe,7/16/2019,2019.54,7/16/2019,2019.54,0,"Bow, east London",50,0,extinction rebellion,"political behavior, process",,,,arrests,,,,,,
United Kingdom,2019,Europe,7/23/2019,2019.56,7/23/2019,2019.56,0,Glasgow,100s,1,protesters opposed to prime minister boris johnson and in support of independence,"political behavior, process",removal of politician,,,ignore,,,,,,
United Kingdom,2019,Europe,7/29/2019,2019.57,7/29/2019,2019.57,0,Edinburgh,200,1,pro independence protesters,"political behavior, process",,,,ignore,,,,,,
United Kingdom,2019,Europe,7/29/2019,2019.57,7/29/2019,2019.57,0,Edinburgh,50+,0,protesters against prime minister boris johnson,removal of politician,"political behavior, process",,,ignore,,,,,,
United Kingdom,2019,Europe,8/15/2019,2019.62,8/15/2019,2019.62,1,Glasgow,100s,1,counter demonstrators opposed to the james connolly republican flute band and irish unity,"political behavior, process",,,,crowd dispersal,arrests,,,,,
